QUA,QUA_val,BLU,RED,NIR,SWR,BLU_1,RED_1,NIR_1,SWR_1,BLU_2,RED_2,NIR_2,SWR_2,BLU_3,RED_3,NIR_3,SWR_3,BLU_4,RED_4,NIR_4,SWR_4,Satellite_Date,Location,Altitude
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-09,Trnovo,812
False,251.0000,0.5300,0.7385,0.7655,0.4325,0.7010,0.7450,0.7915,0.4770,0.5450,0.7585,0.7950,0.4440,0.5535,0.7610,0.7850,0.4250,0.5270,0.7375,0.7525,0.4285,2014-10-10,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-11,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-13,Trnovo,812
False,251.0000,0.2180,0.2660,0.4490,0.3060,0.0845,0.1090,0.3070,0.2405,0.1350,0.1515,0.3545,0.2900,0.2215,0.2620,0.4325,0.3455,0.3200,0.3555,0.5240,0.3135,2014-10-14,Trnovo,812
False,251.0000,0.2175,0.2060,0.3025,0.1765,0.2115,0.2015,0.3005,0.1800,0.2225,0.2100,0.3030,0.1800,0.2130,0.2080,0.3095,0.1820,0.2170,0.2015,0.3020,0.1765,2014-10-15,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-16,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-17,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-18,Trnovo,812
False,251.0000,0.0260,0.0370,0.1500,0.1095,0.0300,0.0365,0.1160,0.0895,0.0190,0.0230,0.1325,0.1130,0.0195,0.0360,0.1945,0.1245,0.0695,0.0895,0.2105,0.1225,2014-10-19,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-20,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-22,Trnovo,812
False,123.0000,1.0900,0.7670,0.8070,0.2510,1.0900,0.7770,0.8175,0.2480,1.0900,0.7605,0.7985,0.2505,1.0900,0.7655,0.8060,0.2570,1.0900,0.7750,0.8135,0.2530,2014-10-23,Trnovo,812
False,249.0000,0.0165,0.0365,0.1895,0.1160,0.0160,0.0350,0.1790,0.1035,0.0160,0.0330,0.1820,0.1155,0.0150,0.0405,0.1835,0.1210,0.0165,0.0410,0.1975,0.1175,2014-10-24,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-25,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-26,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-27,Trnovo,812
True,248.0000,0.0110,0.0325,0.1500,0.1155,0.0115,0.0265,0.1525,0.1190,0.0115,0.0315,0.1510,0.1150,0.0110,0.0300,0.1550,0.1110,0.0100,0.0340,0.1575,0.1155,2014-10-28,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-29,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-10-31,Trnovo,812
False,249.0000,0.0490,0.0720,0.1905,0.1205,0.0480,0.0690,0.1855,0.1235,0.0470,0.0710,0.1925,0.1200,0.0500,0.0735,0.1900,0.1180,0.0490,0.0750,0.1940,0.1225,2014-11-01,Trnovo,812
True,248.0000,0.0120,0.0330,0.1600,0.1220,0.0125,0.0350,0.1550,0.1310,0.0110,0.0255,0.1515,0.1170,0.0120,0.0380,0.1535,0.1190,0.0125,0.0405,0.1730,0.1235,2014-11-02,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-03,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-04,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-05,Trnovo,812
False,251.0000,0.4865,0.4975,0.5645,0.3085,0.5320,0.5060,0.5715,0.3035,0.5010,0.5120,0.5695,0.3130,0.4810,0.4500,0.5165,0.3105,0.4945,0.4975,0.5750,0.3120,2014-11-06,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-07,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-09,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-10,Trnovo,812
False,123.0000,1.1015,0.7800,0.8165,0.2535,1.1015,0.7890,0.8290,0.2555,1.1015,0.7835,0.8195,0.2530,1.1015,0.7715,0.8055,0.2530,1.1015,0.7790,0.8165,0.2540,2014-11-11,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-12,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-13,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-14,Trnovo,812
False,123.0000,1.1060,0.8305,0.8540,0.4105,1.1060,0.8410,0.8585,0.4125,1.1060,0.8300,0.8500,0.4100,1.1060,0.8280,0.8500,0.4110,1.1060,0.8375,0.8605,0.4120,2014-11-15,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-16,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-17,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-18,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-19,Trnovo,812
False,249.0000,0.0085,0.0315,0.1030,0.0690,0.0045,0.0265,0.1025,0.0725,0.0065,0.0290,0.1005,0.0670,0.0080,0.0245,0.1000,0.0665,0.0075,0.0305,0.1055,0.0710,2014-11-20,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-21,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-23,Trnovo,812
False,249.0000,0.0310,0.0505,0.1485,0.0965,0.0315,0.0480,0.1415,0.1030,0.0300,0.0495,0.1465,0.0975,0.0300,0.0520,0.1470,0.0940,0.0330,0.0540,0.1540,0.0985,2014-11-24,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-25,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-26,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-28,Trnovo,812
False,251.0000,0.3275,0.3780,0.4185,0.3915,0.2460,0.2180,0.3460,0.3630,0.3380,0.3975,0.4335,0.3975,0.3990,0.3970,0.5285,0.4030,0.2915,0.3305,0.3700,0.3760,2014-11-29,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-11-30,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-02,Trnovo,812
False,251.0000,0.5200,0.5205,0.5495,0.3190,0.5250,0.5185,0.5445,0.3155,0.5215,0.5180,0.5415,0.3175,0.5300,0.5125,0.5435,0.3110,0.5205,0.5215,0.5600,0.3185,2014-12-03,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-04,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-05,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-07,Trnovo,812
False,251.0000,0.3275,0.3770,0.4485,0.3500,0.3435,0.3885,0.4485,0.3525,0.3100,0.3490,0.4325,0.3425,0.3145,0.3500,0.4285,0.3410,0.3425,0.3890,0.4535,0.3555,2014-12-08,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-09,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-11,Trnovo,812
False,251.0000,0.0560,0.0710,0.1280,0.1095,0.0585,0.0695,0.1285,0.1155,0.0580,0.0860,0.1415,0.1160,0.0460,0.0700,0.1305,0.1070,0.0480,0.0610,0.1160,0.1040,2014-12-12,Trnovo,812
False,251.0000,0.8410,0.8590,0.8825,0.5385,0.7835,0.7775,0.7765,0.5490,0.8320,0.8660,0.8925,0.5395,0.8185,0.8530,0.8895,0.5200,0.8295,0.8390,0.8865,0.5390,2014-12-13,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-14,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-15,Trnovo,812
False,251.0000,0.3455,0.3255,0.3715,0.2925,0.3635,0.3500,0.3935,0.3230,0.3585,0.3670,0.4070,0.3105,0.2935,0.3110,0.3785,0.2700,0.3115,0.2910,0.3510,0.2700,2014-12-17,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-18,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-20,Trnovo,812
False,251.0000,0.2095,0.1945,0.2660,0.1625,0.1520,0.1780,0.2695,0.1790,0.1780,0.1825,0.2495,0.1615,0.2355,0.2490,0.3085,0.1525,0.2270,0.2110,0.3025,0.1740,2014-12-21,Trnovo,812
False,251.0000,0.5965,0.6110,0.6465,0.3440,0.5895,0.6090,0.6450,0.3455,0.5965,0.6115,0.6465,0.3435,0.6030,0.6145,0.6515,0.3435,0.5960,0.6095,0.6470,0.3435,2014-12-22,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-23,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-24,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-25,Trnovo,812
True,248.0000,0.0010,0.0230,0.1100,0.0765,0.0005,0.0345,0.1170,0.0820,0.0000,0.0210,0.0980,0.0780,0.0010,0.0265,0.1105,0.0750,0.0000,0.0270,0.1230,0.0790,2014-12-26,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-27,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2014-12-29,Trnovo,812
False,251.0000,0.1385,0.1190,0.2150,0.0885,0.1525,0.1465,0.2390,0.0925,0.1565,0.1300,0.2410,0.0855,0.1315,0.1265,0.2125,0.0855,0.1260,0.1310,0.2220,0.0900,2014-12-30,Trnovo,812
False,251.0000,0.1980,0.1995,0.3020,0.1330,0.1990,0.2170,0.3190,0.1345,0.2005,0.1910,0.3050,0.1305,0.2190,0.2030,0.3105,0.1320,0.2150,0.2100,0.3140,0.1360,2014-12-31,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-01,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-02,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-03,Trnovo,812
False,251.0000,0.0460,0.0425,0.1610,0.0595,0.0600,0.0700,0.1820,0.0625,0.0500,0.0325,0.1560,0.0565,0.0410,0.0435,0.1455,0.0590,0.0400,0.0610,0.1790,0.0640,2015-01-04,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-05,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-07,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-08,Trnovo,812
False,251.0000,0.5585,0.5485,0.5650,0.3120,0.5620,0.5490,0.5670,0.3120,0.5660,0.5510,0.5680,0.3100,0.5535,0.5435,0.5615,0.3095,0.5530,0.5490,0.5605,0.3120,2015-01-09,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-10,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-11,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-12,Trnovo,812
False,251.0000,0.0080,0.0295,0.1265,0.1000,0.0070,0.0340,0.1410,0.1080,0.0115,0.0285,0.1265,0.1015,0.0090,0.0320,0.1285,0.0935,0.0055,0.0290,0.1330,0.1020,2015-01-13,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-14,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-15,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-16,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-17,Trnovo,812
False,251.0000,0.2960,0.3530,0.4690,0.2915,0.3225,0.3775,0.4435,0.3275,0.2690,0.3360,0.4560,0.3040,0.1680,0.2435,0.3810,0.2500,0.3120,0.3605,0.4660,0.2785,2015-01-18,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-19,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-21,Trnovo,812
False,251.0000,0.4390,0.4035,0.4385,0.2640,0.4245,0.4065,0.4385,0.2595,0.4475,0.4135,0.4470,0.2670,0.4575,0.4060,0.4395,0.2665,0.4310,0.4050,0.4305,0.2615,2015-01-22,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-23,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-24,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-25,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-26,Trnovo,812
False,249.0000,0.0075,0.0210,0.0630,0.0515,0.0065,0.0210,0.0615,0.0510,0.0070,0.0200,0.0630,0.0500,0.0080,0.0200,0.0615,0.0525,0.0065,0.0230,0.0635,0.0535,2015-01-27,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-28,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-01-30,Trnovo,812
False,27.0000,0.6650,1.1695,1.1225,0.3220,0.6805,1.1770,1.1225,0.3320,0.6965,1.1760,1.1225,0.3350,0.6935,1.1900,1.1225,0.3105,0.8000,1.0970,1.1225,0.2995,2015-01-31,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-01,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-02,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-03,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-04,Trnovo,812
False,59.0000,1.1025,1.1740,1.0440,0.2630,1.1025,1.1740,1.0365,0.2620,1.1025,1.1740,1.0415,0.2560,1.1025,1.1740,1.0490,0.2695,1.1025,1.1740,1.0440,0.2710,2015-02-05,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-06,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-08,Trnovo,812
False,251.0000,0.0905,0.1115,0.2175,0.0720,0.0975,0.1180,0.2315,0.0700,0.1220,0.1150,0.2215,0.0710,0.0735,0.1040,0.2145,0.0725,0.0935,0.1195,0.2285,0.0740,2015-02-09,Trnovo,812
False,251.0000,0.0370,0.0745,0.2395,0.0925,0.0800,0.1075,0.2640,0.0905,0.0725,0.1025,0.2520,0.0885,0.0280,0.0865,0.2275,0.0920,0.0480,0.0830,0.2585,0.0950,2015-02-10,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-11,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-12,Trnovo,812
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015-02-13,Trnovo,812
False,59.0000,1.0935,0.9810,0.8825,0.5075,1.0935,0.8160,0.8350,0.5400,1.0935,0.9115,0.8945,0.4995,1.0935,1.0120,0.9105,0.4990,1.0935,0.8965,0.8670,0.5145,2015-02-14,Trnovo,812
